nname,name_raw,inst_id,inst_name,inst_country,n_obs,n_sys
hamadan university medical science,Hamadan University of Medical Sciences (UMSHA),U01848,Hamadan University of Medical Sciences (UMSHA),Iran,4,3
hamamatsu university school medical,Hamamatsu University School of Medicine,U01849,Hamamatsu University School of Medicine,Japan,16,5
hamburg university technology,Hamburg University of Technology,U01850,Hamburg University of Technology,Germany,13,4
hamdard university,Hamdard University,U01851,Hamdard University,,1,1
hamedan university medical science,Hamedan University of Medical Sciences,U01852,Hamedan University of Medical Sciences,,1,1
hamilton college,Hamilton College,U01853,Hamilton College,,1,1
hamilton health science,Hamilton Health Sciences (HHS),U01854,Hamilton Health Sciences (HHS),Canada,1,1
hamline university,Hamline University,U01855,Hamline University,,1,1
hampshire college,Hampshire College,U01856,Hampshire College,,1,1
hampton university,Hampton University,U01857,Hampton University,United States,2,2
hanbat national university,Hanbat National University / 한밭대학교,U01858,Hanbat National University / 한밭대학교,South Korea,2,2
handan university,Handan University / 邯郸学院,U01859,Handan University / 邯郸学院,,1,1
handong global university,Handong Global University / 한동대학교,U01860,Handong Global University / 한동대학교,,1,1
hang seng university hong kong,Hang Seng University of Hong Kong,U01861,Hang Seng University of Hong Kong,,1,1
hangzhou city university,Hangzhou City University,U01862,Hangzhou City University,China,2,2
hangzhou dianzi university,Hangzhou Dianzi University,U01863,Hangzhou Dianzi University,China,14,7
hangzhou medical college,Hangzhou Medical College,U01864,Hangzhou Medical College,China,4,4
hangzhou normal university,Hangzhou Normal University,U01865,Hangzhou Normal University,China,13,7
hangzhou yanqu information technology,Hangzhou Yanqu Information Technology,U01866,Hangzhou Yanqu Information Technology,China,1,1
hanken school economics,Hanken School of Economics,U01867,Hanken School of Economics,Finland,2,1
hanken school economics hanken svenska handelshogskolan,Hanken School of Economics / Hanken Svenska handelshögskolan,U01868,Hanken School of Economics / Hanken Svenska handelshögskolan,,1,1
hankuk university foreign studies,Hankuk University Foreign Studies,U01869,Hankuk University Foreign Studies,South Korea,4,4
hankyong national university,Hankyong National University / 한경대학교,U01870,Hankyong National University / 한경대학교,,1,1
hannam university,Hannam University / 한남대학교,U01871,Hannam University / 한남대학교,South Korea,2,2
hannover medical school,Hannover Medical School,U01872,Hannover Medical School,Germany,31,6
hanoi medical university,Hanoi Medical University,U01873,Hanoi Medical University,Vietnam,5,3
hanoi medical university truong dai hoc ha noi,Hanoi Medical University / Trường Đại học Y Hà Nội,U01874,Hanoi Medical University / Trường Đại học Y Hà Nội,,1,1
hanoi national university pedagogy truong dai hoc su pham ha noi,Hanoi National University of Pedagogy / Trường Đại học Sư Phạm Hà Nội,U01875,Hanoi National University of Pedagogy / Trường Đại học Sư Phạm Hà Nội,,1,1
hanoi school public health truong dai hoc te cong,Hanoi School of Public Health / Trường Đại học Y tế Công cộng,U01876,Hanoi School of Public Health / Trường Đại học Y tế Công cộng,,1,1
hanoi university civil engineering truong dai hoc xay dung,Hanoi University of Civil Engineering / Trường Đại học Xây Dựng,U01877,Hanoi University of Civil Engineering / Trường Đại học Xây Dựng,,1,1
hanoi university industry dai hoc cong nghiep ha noi,Hanoi University of Industry / Đại học Công Nghiệp Hà Nội,U01878,Hanoi University of Industry / Đại học Công Nghiệp Hà Nội,,1,1
hanoi university mining geology truong dai hoc mo dia chat,Hanoi University of Mining and Geology / Trường Đại học Mỏ Địa chất,U01879,Hanoi University of Mining and Geology / Trường Đại học Mỏ Địa chất,,1,1
hanoi university science technology,Hanoi University of Science and Technology,U01880,Hanoi University of Science and Technology,Vietnam,18,5
hanoi university science technology truong dai hoc bach khoa ha noi,Hanoi University of Science and Technology / Trường Đại học Bách Khoa Hà Nội,U01881,Hanoi University of Science and Technology / Trường Đại học Bách Khoa Hà Nội,,1,1
hanover college,Hanover College,U01882,Hanover College,,1,1
hanshan normal university,Hanshan Normal University / 韩山师范学院,U01883,Hanshan Normal University / 韩山师范学院,,1,1
hansung university,Hansung University / 한성대학교,U01884,Hansung University / 한성대학교,,1,1
hanyang university,Hanyang University,U01885,Hanyang University,South Korea,78,10
hanze university groningen hanzehogeschool groningen,Hanze University Groningen / Hanzehogeschool Groningen,U01886,Hanze University Groningen / Hanzehogeschool Groningen,,1,1
haramaya university,Haramaya University,U01887,Haramaya University,Ethiopia,3,2
haramaya university alemaya,Haramaya University (Alemaya),U01888,Haramaya University (Alemaya),,1,1
harbin engineering university,Harbin Engineering University,U01889,Harbin Engineering University,China,27,8
harbin institute technology,Harbin Institute of Technology,U01890,Harbin Institute of Technology,China,70,9
harbin medical university,Harbin Medical University,U01891,Harbin Medical University,China,15,6
harbin normal university,Harbin Normal University,U01892,Harbin Normal University,China,5,4
harbin university commerce,Harbin University of Commerce / 哈尔滨商业大学,U01893,Harbin University of Commerce / 哈尔滨商业大学,,1,1
harbin university science technology,Harbin University of Science and Technology,U01894,Harbin University of Science and Technology,China,7,5
harbor ucla medical center graduate medical education,Harbor UCLA Medical Center Graduate Medical Education,U01895,Harbor UCLA Medical Center Graduate Medical Education,,1,1
harokopio university,Harokopio University,U01896,Harokopio University of Athens,Greece,2,1
harokopio university athens,Harokopio University of Athens,U01896,Harokopio University of Athens,Greece,6,2
harper adams university,Harper Adams University,U01897,Harper Adams University,United Kingdom,7,2
harran university,Harran University,U01898,Harran University,Turkey,3,3
harvard division health science technology,Harvard-MIT Division of Health Sciences and Technology,U01902,Harvard-MIT Division of Health Sciences and Technology,,1,1
harvard division health science tecnology,Harvard-MIT Division of Health Sciences and Tecnology,U01903,Harvard-MIT Division of Health Sciences and Tecnology,United States,12,1
harvard medical school,Harvard Medical School,U01899,Harvard Medical School,United States,8,1
harvard pilgrim health care,Harvard Pilgrim Health Care,U01900,Harvard Pilgrim Health Care,United States,1,1
harvard university,Harvard University,U01901,Harvard University,United States,111,11
harvey mudd college,Harvey Mudd College,U01904,Harvey Mudd College,,1,1
hasan kalyoncu university gazikent university,Hasan Kalyoncu University (Gazikent University),U01905,Hasan Kalyoncu University (Gazikent University),,1,1
hasanuddin university,Hasanuddin University,U05793,Universitas Hasanuddin,Indonesia,5,1
hashemite university,The Hashemite University,U05107,The Hashemite University,Jordan,19,4
hassan ii university casablanca,Hassan II University of Casablanca,U06965,Université Hassan II de Casablanca,Morocco,2,1
hasselt university,Hasselt University,U01906,Hasselt University,Belgium,28,6
hasselt university hasselt university limburg,Hasselt University / Universiteit Hasselt (University of Limburg),U01907,Hasselt University / Universiteit Hasselt (University of Limburg),,1,1
hasselt university uhasselt,Hasselt University (UHasselt),U01906,Hasselt University,Belgium,1,1
hassiba benbouali university chlef,Hassiba Benbouali University of Chlef,U01908,Hassiba Benbouali University of Chlef,Algeria,3,1
hasso plattner institute,Hasso Plattner Institute,U01909,Hasso Plattner Institute,,1,1
hatay mustafa kemal university,Hatay Mustafa Kemal University,U01910,Hatay Mustafa Kemal University,Turkey,1,1
haute school specialisee suisse occidentale,Haute École Spécialisée de la Suisse Occidentale,U01911,Haute École Spécialisée de la Suisse Occidentale,,1,1
haverford college,Haverford College,U01912,Haverford College,United States,8,4
hawaii pacific university,Hawaii Pacific University,U01913,Hawaii Pacific University,,1,1
hawassa university,Hawassa University,U01914,Hawassa University,Ethiopia,1,1
hawassa university debub university,Hawassa University (Debub University),U01915,Hawassa University (Debub University),,1,1
hawler medical university,Hawler Medical University,U01916,Hawler Medical University,,1,1
hazara university,Hazara University,U01917,Hazara University,Pakistan,2,2
hazara university mansehra,Hazara University Mansehra,U01917,Hazara University,Pakistan,5,1
hazen sawyer,Hazen and Sawyer,U01918,Hazen and Sawyer,United States,1,1
healh science university istanbul saglik bilimleri universitesi,Healh Sciences University Istanbul / Sağlık Bilimleri Üniversitesi,U01919,Healh Sciences University Istanbul / Sağlık Bilimleri Üniversitesi,,1,1
health canada,Health Canada (HC-SC),U01920,Health Canada (HC-SC),Canada,1,1
health new zealand auckland,Health New Zealand Auckland,U01921,Health New Zealand Auckland,New Zealand,1,1
health science university hokkaido,Health Sciences University of Hokkaido / 北海道医療 大学,U01922,Health Sciences University of Hokkaido / 北海道医療 大学,,1,1
healthpartners institute education research,HealthPartners Institute for Education and Research,U01923,HealthPartners Institute for Education and Research,United States,1,1
heavy industries taxila education city university,Heavy Industries Taxila Education City University,U01924,Heavy Industries Taxila Education City University,,1,1
hebei agriculture university,Hebei Agricultural University,U01925,Hebei Agricultural University,China,5,4
hebei geo university,Hebei GEO University / 河北地质大学,U01926,Hebei GEO University / 河北地质大学,,1,1
hebei medical university,Hebei Medical University,U01927,Hebei Medical University,China,12,6
hebei normal university,Hebei Normal University,U01928,Hebei Normal University,China,5,4
hebei normal university nationalities,Hebei Normal University for Nationalities,U01929,Hebei Normal University for Nationalities,China,1,1
hebei normal university science technology,Hebei Normal University of Science & Technology / 河 北科技师范学院,U01930,Hebei Normal University of Science & Technology / 河 北科技师范学院,,1,1
hebei north university,Hebei North University (HBNU),U01931,Hebei North University (HBNU),China,1,1
hebei university,Hebei University,U01932,Hebei University,China,9,5
hebei university arts science xiangfan university,Hebei University of Arts & Sciences (Xiangfan University / 湖北文理学院,U01933,Hebei University of Arts & Sciences (Xiangfan University / 湖北文理学院,,1,1
hebei university chinese medical,Hebei University of Chinese Medicine / 河北中医学院,U01934,Hebei University of Chinese Medicine / 河北中医学院,,1,1
hebei university economics business,Hebei University of Economics & Business / 河北经贸 大学,U01935,Hebei University of Economics & Business / 河北经贸 大学,,1,1
hebei university engineering,Hebei University of Engineering,U01936,Hebei University of Engineering,China,4,4
hebei university science technology,Hebei University of Science and Technology,U01937,Hebei University of Science and Technology,China,5,4
hebei university technology,Hebei University of Technology,U01938,Hebei University of Technology,China,11,6
hebrew university jerusalem,Hebrew University of Jerusalem,U01939,Hebrew University of Jerusalem,Israel,89,11
hec montreal school gestion,HEC Montréal École de Gestion,U01823,HEC Montréal École de Gestion,,1,1
hec paris,HEC Paris,U01824,HEC Paris,France,5,3
hec paris school management,HEC PARIS SCHOOL OF MANAGEMENT,U01824,HEC Paris,France,4,1
hec pharm,HEC Pharm,U01825,HEC Pharm,China,1,1
hechi university,Hechi University / 河池学院,U01940,Hechi University / 河池学院,,1,1
hefei normal university,Hefei Normal University / 合肥师范学院,U01941,Hefei Normal University / 合肥师范学院,China,2,2
hefei university,Hefei University / 合肥学院,U01942,Hefei University / 合肥学院,China,2,2
hefei university technology,Hefei University of Technology,U01943,Hefei University of Technology,China,18,7
heidelberg institute theoretical studies,Heidelberg Institute for Theoretical Studies (HITS),U01944,Heidelberg Institute for Theoretical Studies (HITS),Germany,1,1
heidelberg university,Heidelberg University,U06939,Universität Heidelberg,Germany,31,5
heidelberg university uni heidelberg,Heidelberg University (Uni Heidelberg),U06939,Universität Heidelberg,Germany,5,1
heilongjiang bayi agriculture university,Heilongjiang Bayi Agricultural University,U01945,Heilongjiang Bayi Agricultural University,China,2,2
heilongjiang institute technology,Heilongjiang Institute of Technology / 黑龙江工程学 院,U01946,Heilongjiang Institute of Technology / 黑龙江工程学 院,,1,1
heilongjiang university,Heilongjiang University,U01947,Heilongjiang University,China,7,5
heilongjiang university chinese medical,Heilongjiang University of Chinese Medicine / 黑龙江 中医药大学,U01948,Heilongjiang University of Chinese Medicine / 黑龙江 中医药大学,,1,1
heilongjiang university science technology,Heilongjiang University of Science & Technology / 黑 龙江科技大学,U01949,Heilongjiang University of Science & Technology / 黑 龙江科技大学,,1,1
heinrich heine university duesseldorf,Heinrich Heine University Duesseldorf,U01950,Heinrich Heine Universitat Dusseldorf,Germany,5,1
heinrich heine university dusseldorf,Heinrich Heine Universitat Dusseldorf,U01950,Heinrich Heine Universitat Dusseldorf,Germany,19,6
heliopolis university sekem university,Heliopolis University (Sekem University),U01951,Heliopolis University (Sekem University),,1,1
hellenic mediterranean university,Hellenic Mediterranean University,U01952,Hellenic Mediterranean University,,1,1
hellenic open university,Hellenic Open University,U01953,Hellenic Open University,Greece,8,4
helmholtz association german research centres,Helmholtz Association of German Research Centres,U01954,Helmholtz Association of German Research Centres,Germany,4,1
helmut schmidt university,Helmut Schmidt Universität,U01955,Helmut Schmidt Universität,,1,1
helsinki metropolia university applied science evtek stadia,Helsinki Metropolia University of Applied Sciences (Evtek Stadia),U01956,Helsinki Metropolia University of Applied Sciences (Evtek Stadia),,1,1
helwan university,Helwan University,U01957,Helwan University,Egypt,2,2
hemwati nandan bahuguna garhwal university,Hemwati Nandan Bahuguna Garhwal University,U01958,Hemwati Nandan Bahuguna Garhwal University,,1,1
henan academy innovations medical science,Henan Academy of Innovations in Medical Science,U01959,Henan Academy of Innovations in Medical Science,China,1,1
henan academy science,Henan Academy of Sciences,U01960,Henan Academy of Sciences,China,1,1
henan agriculture university,Henan Agricultural University,U01961,Henan Agricultural University,China,7,5
henan institute science technology,Henan Institute of Science & Technology,U01962,Henan Institute of Science & Technology,China,3,3
henan medical university,Henan Medical University,U01963,Henan Medical University,China,1,1
henan normal university,Henan Normal University,U01964,Henan Normal University,China,11,6
henan polytechnic university,Henan Polytechnic University,U01965,Henan Polytechnic University,China,7,5
henan university,Henan University,U01966,Henan University,China,14,7
henan university chinese medical,Henan University of Chinese Medicine / 河南中医药 大学,U01967,Henan University of Chinese Medicine / 河南中医药 大学,China,2,2
henan university economics law institute finance economics,Henan University of Economics and Law (Institute of Finance & Economics) / 河南财经政法大学,U01968,Henan University of Economics and Law (Institute of Finance & Economics) / 河南财经政法大学,,1,1
henan university engineering,Henan University of Engineering / 河南工程学院,U01969,Henan University of Engineering / 河南工程学院,China,2,2
henan university science technology,Henan University of Science and Technology,U01970,Henan University of Science and Technology,China,8,5
henan university technology,Henan University of Technology,U01971,Henan University of Technology,China,6,5
hendrix college,Hendrix College,U01972,Hendrix College,,1,1
hengrui,Hengrui,U01973,Hengrui,China,1,1
hengyang normal university,Hengyang Normal University (HYNU),U01974,Hengyang Normal University (HYNU),China,1,1
henri poincare university nancy 1,Henri Poincare University (Nancy 1),U01975,Henri Poincare University (Nancy 1),France,8,1
henry ford health system,Henry Ford Health System (HFHS),U01976,Henry Ford Health System (HFHS),United States,1,1
henry m jackson foundation advancement military medical,Henry M. Jackson Foundation for the Advancement of Military Medicine (HJF),U01977,Henry M. Jackson Foundation for the Advancement of Military Medicine (HJF),United States,1,1
henryk niewodniczanski institute nuclear physics,Henryk Niewodniczański Institute of Nuclear Physics,U01978,Henryk Niewodniczański Institute of Nuclear Physics,Poland,2,1
heriot watt university,Heriot-Watt University,U01979,Heriot-Watt University,United Kingdom,46,8
herlev university hospital,Herlev University Hospital,U01980,Herlev University Hospital,Denmark,1,1
hertie school governance,(Якутский государственный университет) Hertie School of Governance,U00084,(Якутский государственный университет) Hertie School of Governance,,1,1
herzen state pedagogical university russia,The Herzen State Pedagogical University of Russia,U05108,The Herzen State Pedagogical University of Russia,Russia,8,2
hes so university applied science arts western switzerland,HES-SO University of Applied Sciences and Arts of Western Switzerland,U01826,HES-SO University of Applied Sciences and Arts of Western Switzerland,Switzerland,4,1
hesam university,HESAM Université,U01827,HESAM Université,France,1,1
hexi university,Hexi University / 河西学院,U01981,Hexi University / 河西学院,,1,1
heze university,Heze University / 菏泽学院,U01982,Heze University / 菏泽学院,China,2,2
hezhou university,Hezhou University / 贺州学院,U01983,Hezhou University / 贺州学院,,1,1
hhmi janelia research campus,HHMI Janelia Research Campus,U01828,HHMI Janelia Research Campus,United States,1,1
high energy accelerator research organization,High Energy Accelerator Research Organization (KEK),U01984,High Energy Accelerator Research Organization (KEK),Japan,1,1
high point university,High Point University,U01985,High Point University,,1,1
higher colleges technology,Higher Colleges of Technology,U01986,Higher Colleges of Technology,,1,1
higher polytechnic school chimborazo,Higher Polytechnic School of Chimborazo (ESPOCH),U01987,Higher Polytechnic School of Chimborazo (ESPOCH),Ecuador,1,1
higher technology institute,Higher Technological Institute,U01988,Higher Technological Institute,,1,1
hikvision,Hikvision,U01989,Hikvision,China,1,1
hillsdale college,Hillsdale College,U01990,Hillsdale College,,1,1
himachal pradesh university,Himachal Pradesh University,U01991,Himachal Pradesh University,,1,1
himeji institute technology,Himeji Institute of Technology,U01992,Himeji Institute of Technology,Japan,1,1
hindustan institute technology science,Hindustan Institute of Technology and Science,U01993,Hindustan Institute of Technology and Science,India,4,2
hirosaki university,Hirosaki University,U01994,Hirosaki University,Japan,10,6
hiroshima institute technology,Hiroshima Institute of Technology / 広島工業大学,U01995,Hiroshima Institute of Technology / 広島工業大学,Japan,2,2
hiroshima university,Hiroshima University,U01996,Hiroshima University,Japan,58,8
hitachi,Hitachi,U01998,Hitachi,Japan,1,1
hitgen,HitGen,U01997,HitGen,China,1,1
hitit university,Hitit University,U01999,Hitit University,Turkey,4,2
hitotsubashi university,Hitotsubashi University,U02000,Hitotsubashi University,Japan,19,4
ho chi minh city medical pharmacy university dai hoc duoc thanh pho ho chi minh,Ho Chi Minh City Medicine and Pharmacy University / Đại học Y Dược Thành phố Hồ Chí Minh,U02001,Ho Chi Minh City Medicine and Pharmacy University / Đại học Y Dược Thành phố Hồ Chí Minh,,1,1
ho chi minh city open university,Ho Chi Minh City Open University,U02002,Ho Chi Minh City Open University,Vietnam,2,1
ho chi minh city university education truong dai hoc su pham thanh pho hcm,Ho Chi Minh City University of Education / Trường Đại học Sư phạm Thành phố HCM,U02003,Ho Chi Minh City University of Education / Trường Đại học Sư phạm Thành phố HCM,,1,1
ho chi minh city university industry dai hoc cong nghiep thanh pho ho chi minh,Ho Chi Minh City University of Industry / Đại học Công nghiệp Thành phố Hồ Chí Minh,U02004,Ho Chi Minh City University of Industry / Đại học Công nghiệp Thành phố Hồ Chí Minh,,1,1
ho chi minh city university industry trade,Ho Chi Minh City University of Industry and Trade,U02005,Ho Chi Minh City University of Industry and Trade,,1,1
ho chi minh city university technology,Ho Chi Minh City University of Technology (HUTECH).,U02006,Ho Chi Minh City University of Technology (HUTECH).,Vietnam,2,2
ho chi minh city university technology education dai hoc su pham ky thuat thanh pho ho chi minh,Ho Chi Minh City University of Technology and Education / Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh,U02008,Ho Chi Minh City University of Technology and Education / Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh,,1,1
ho chi minh city university technology hutech dai hoc cong nghe thanh pho ho chi minh hutech,Ho Chi Minh City University of Technology HUTECH/ Đại học Công Nghệ Thành phố Hồ Chí Minh HUTECH,U02007,Ho Chi Minh City University of Technology HUTECH/ Đại học Công Nghệ Thành phố Hồ Chí Minh HUTECH,,1,1
ho chi minh city university transportation truong dai hoc giao thong tai thanh pho ho chi minh,Ho Chi Minh City University of Transportation / Trường Đại học Giao Thông Vận Tải Thành phố Hồ Chí Minh,U02009,Ho Chi Minh City University of Transportation / Trường Đại học Giao Thông Vận Tải Thành phố Hồ Chí Minh,,1,1
hobart william smith colleges,Hobart and William Smith Colleges,U02010,Hobart and William Smith Colleges,,1,1
hochiminh city university medical pharmacy,Hochiminh City University of Medicine & Pharmacy,U02011,Hochiminh City University of Medicine & Pharmacy,Vietnam,1,1
hofstra university,Hofstra University,U02031,Hofstra University,United States,10,4
hohai university,Hohai University,U02039,Hohai University,China,22,8
hokkaido university,Hokkaido University,U02040,Hokkaido University,Japan,81,10
holbaek hospital,Holbaek Hospital,U02041,Holbaek Hospital,Denmark,1,1
holon institute technology,Holon Institute of Technology,U02042,Holon Institute of Technology,,1,1
holy spirit university kaslik,Holy Spirit University of Kaslik,U02043,Holy Spirit University of Kaslik,Lebanon,10,2
homi bhabha national institute,Homi Bhabha National Institute,U02044,Homi Bhabha National Institute,India,8,6
hong kong baptist university,Hong Kong Baptist University,U02045,Hong Kong Baptist University,Hong Kong,50,8
hong kong jockey club,The Hong Kong Jockey Club (HKJC),U05109,The Hong Kong Jockey Club (HKJC),China,1,1
hong kong metropolitan university,Hong Kong Metropolitan University,U02046,Hong Kong Metropolitan University,Hong Kong,4,3
hong kong polytechnic university,The Hong Kong Polytechnic University,U05110,The Hong Kong Polytechnic University,Hong Kong,76,8
hong kong polytechnic university polyu,The Hong Kong Polytechnic University (PolyU),U05111,The Hong Kong Polytechnic University (PolyU),China,2,1
hong kong shue yan university,Hong Kong Shue Yan University,U02047,Hong Kong Shue Yan University,Hong Kong,2,2
hong kong university science technology,The Hong Kong University of Science and Technology,U05112,The Hong Kong University of Science and Technology,Hong Kong,82,9
honghe university,Honghe University / 红河学院,U02048,Honghe University / 红河学院,,1,1
hongik university,Hongik University,U02049,Hongik University,South Korea,13,6
hood college,Hood College,U02050,Hood College,,1,1
hope college,Hope College,U02051,Hope College,,1,1
horia hulubei national institute physics nuclear engineering,Horia Hulubei National Institute of Physics and Nuclear Engineering (IFIN HH),U02052,Horia Hulubei National Institute of Physics and Nuclear Engineering (IFIN HH),Romania,1,1
hormozgan university medical science,Hormozgan University of Medical Sciences,U02053,Hormozgan University of Medical Sciences,Iran,2,1
hormozgan university medical science bandar abbas,Hormozgan University of Medical Sciences Bandar Abbas,U02054,Hormozgan University of Medical Sciences Bandar Abbas,,1,1
horus university,Horus University,U02055,Horus University,,1,1
hosei university,Hosei University,U02056,Hosei University,Japan,12,3
hoseo university,Hoseo University / 호서대학교,U02057,Hoseo University / 호서대학교,,1,1
hoshi university,Hoshi University,U02058,Hoshi University,Japan,1,1
hospital clinico universitario valencia,Hospital Clínico Universitario de Valencia,U02059,Hospital Clínico Universitario de Valencia,Spain,1,1
hospital district helsinki uusimaa,The Hospital District of Helsinki and Uusimaa (HUS),U05113,The Hospital District of Helsinki and Uusimaa (HUS),Finland,1,1
hospital israelita albert einstein,Hospital Israelita Albert Einstein,U02060,Hospital Israelita Albert Einstein,Brazil,1,1
hospital mar,Hospital del Mar,U02065,Hospital del Mar,Spain,1,1
hospital santa creu i sant pau,Hospital de la Santa Creu i Sant Pau,U02064,Hospital de la Santa Creu i Sant Pau,Spain,1,1
hospital sirio libanes,Hospital Sírio-Libanês,U02061,Hospital Sírio-Libanês,Brazil,1,1
hospital universitario 12 octubre,Hospital Universitario 12 de Octubre,U02062,Hospital Universitario 12 de Octubre,Spain,1,1
hospital universitario reina sofia,Hospital Universitario Reina Sofía,U02063,Hospital Universitario Reina Sofía,Spain,1,1
houston methodist,Houston Methodist,U02066,Houston Methodist,United States,1,1
howard university,Howard University,U02067,Howard University,United States,34,7
hoyskolen kristiania,Høyskolen Kristiania,U02149,Høyskolen Kristiania,,1,1
hse university,HSE University,U03617,National Research University Higher School of Economics,Russia,30,4
huaibei normal university,Huaibei Normal University,U02068,Huaibei Normal University,China,3,3
huaibei normal university coal industry normal college,Huaibei Normal University (Coal Industry Normal College) / 淮北师范大学,U02069,Huaibei Normal University (Coal Industry Normal College) / 淮北师范大学,,1,1
huaihua university,Huaihua University / 怀化学院,U02070,Huaihua University / 怀化学院,China,2,2
huainan normal university,Huainan Normal University / 淮南师范学院,U02071,Huainan Normal University / 淮南师范学院,China,2,2
huairon laboratory,Huairon Laboratory,U02072,Huairon Laboratory,China,1,1
huaiyin institute technology,Huaiyin Institute of Technology,U02073,Huaiyin Institute of Technology,China,3,3
huaiyin normal university,Huaiyin Normal University,U02074,Huaiyin Normal University,China,5,4
huanggang normal university,Huanggang Normal University / 黄冈师范学院,U02075,Huanggang Normal University / 黄冈师范学院,China,2,2
huanghe science technology college,Huanghe Science & Technology College / 黄河科技学 院,U02076,Huanghe Science & Technology College / 黄河科技学 院,China,2,2
huanghuai university,Huanghuai University,U02077,Huanghuai University,China,1,1
huanghuai university zhumadian teachers college,Huanghuai University (Zhumadian Teachers' College) / 黄淮学院,U02078,Huanghuai University (Zhumadian Teachers' College) / 黄淮学院,,1,1
huangshan university,Huangshan University / 黄山学院,U02079,Huangshan University / 黄山学院,,1,1
huaqiao university,Huaqiao University,U02080,Huaqiao University,China,22,7
huawei,Huawei,U02081,Huawei,China,1,1
huazhong agriculture university,Huazhong Agricultural University,U02083,Huazhong Agricultural University,China,31,8
huazhong central china agriculture university,Huazhong (Central China) Agriculture University / 华 中农业大学,U02082,Huazhong (Central China) Agriculture University / 华 中农业大学,,1,1
huazhong normal university,Huazhong Normal University,U02084,Huazhong Normal University,China,2,1
huazhong university science technology,Huazhong University of Science and Technology,U02085,Huazhong University of Science and Technology,China,69,9
hubei engineering university,Hubei Engineering University (HBEU),U02086,Hubei Engineering University (HBEU),China,1,1
hubei engineering university xiaogan university,Hubei Engineering University (Xiaogan University) / 湖 北工程学院,U02087,Hubei Engineering University (Xiaogan University) / 湖 北工程学院,,1,1
hubei hongshan laboratory,Hubei Hongshan Laboratory,U02088,Hubei Hongshan Laboratory,China,1,1
hubei longzhong laboratory,Hubei Longzhong Laboratory,U02089,Hubei Longzhong Laboratory,China,1,1
hubei luojia laboratory,Hubei Luojia Laboratory,U02090,Hubei Luojia Laboratory,China,1,1
hubei minzu university,Hubei Minzu University / 湖北民族大学,U02091,Hubei Minzu University / 湖北民族大学,,1,1
hubei normal university,Hubei Normal University,U02092,Hubei Normal University,China,3,3
hubei polytechnic university,Hubei Polytechnic University / 湖北理工学院,U02093,Hubei Polytechnic University / 湖北理工学院,,1,1
hubei three gorges laboratory,Hubei Three Gorges Laboratory,U02094,Hubei Three Gorges Laboratory,China,1,1
hubei university,Hubei University,U02095,Hubei University,China,8,5
hubei university arts science,Hubei University of Arts & Science,U02097,Hubei University of Arts & Science,China,2,2
hubei university automotive technology,Hubei University of Automotive Technology / 湖北汽 车工业学院,U02098,Hubei University of Automotive Technology / 湖北汽 车工业学院,China,2,2
hubei university chinese medical,Hubei University of Chinese Medicine,U02099,Hubei University of Chinese Medicine,China,2,2
hubei university economics,Hubei University of Economics / 湖北经济学院,U02100,Hubei University of Economics / 湖北经济学院,,1,1
hubei university education,Hubei University of Education (HUE),U02101,Hubei University of Education (HUE),China,1,1
hubei university education institute economics management,Hubei University of Education (Institute of Economics and Management) / 湖北第二师范学院,U02102,Hubei University of Education (Institute of Economics and Management) / 湖北第二师范学院,,1,1
hubei university medical,Hubei University of Medicine,U02103,Hubei University of Medicine,China,4,3
hubei university medical yunyang medical college,Hubei University of Medicine (Yunyang Medical College) / 湖北医药学院,U02104,Hubei University of Medicine (Yunyang Medical College) / 湖北医药学院,,1,1
hubei university nationalities,Hubei University for Nationalities (HUN),U02096,Hubei University for Nationalities (HUN),China,1,1
hubei university science technology,Hubei University of Science & Technology,U02105,Hubei University of Science & Technology,China,2,2
hubei university science technology xianning university,Hubei University of Science & Technology (Xianning University) / 湖北科技学院,U02106,Hubei University of Science & Technology (Xianning University) / 湖北科技学院,,1,1
hubei university technology,Hubei University of Technology,U02107,Hubei University of Technology,China,5,4
hudson institute medical research,Hudson Institute of Medical Research,U02108,Hudson Institute of Medical Research,Australia,1,1
hue university,Hue University,U02109,Hue University,Vietnam,6,2
hue university dai hoc hue,Hue University / Đại học Huế,U02110,Hue University / Đại học Huế,,1,1
hufs hankuk korea university foreign studies,HUFS - Hankuk (Korea) University of Foreign Studies,U01869,Hankuk University Foreign Studies,South Korea,12,1
hufs hankuk university foreign studies,HUFS - HANKUK (KOREA) UNIVERSITY OF FOREIGN STUDIES,U01869,Hankuk University Foreign Studies,South Korea,3,1
huizhou university,Huizhou University / 惠州学院,U02111,Huizhou University / 惠州学院,China,2,2
hull york medical school,Hull York Medical School,U02112,Hull York Medical School,,1,1
human technopole foundation,Human Technopole Foundation,U02113,Human Technopole Foundation,Italy,1,1
humanitas university,Humanitas University,U02114,Humanitas University,Italy,14,6
humboldt state university,Humboldt State University,U02115,Humboldt State University,United States,4,2
humboldt university berlin,Humboldt University of Berlin,U02116,Humboldt University of Berlin,Germany,63,9
humboldt university berlin hu berlin,Humboldt University of Berlin (HU Berlin),U02116,Humboldt University of Berlin,Germany,3,1
hunan academy forestry,Hunan Academy of Forestry,U02117,Hunan Academy of Forestry,China,1,1
